country,country_txt,natlty1,natlty1_txt,eventid
100,Mauritania,75,Italy,2.01E+11
28,Chad,180,International,2.01E+11
86,Lebanon,146,Syria,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
86,Lebanon,72,Iraq,2.01E+11
112,Niger,128,Saudi Arabia,2.01E+11
0,Afghanistan,159,United States,2.01E+11
4,Angola,150,Togo,2.01E+11
79,Jordan,74,Israel,2.01E+11
0,Afghanistan,55,Germany,2.01E+11
0,Afghanistan,30,China,2.01E+11
72,Iraq,68,Iceland,2.01E+11
75,Italy,69,India,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
72,Iraq,71,Iran,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,69,India,2.01E+11
72,Iraq,71,Iran,2.01E+11
69,India,68,Iceland,2.01E+11
184,United Kingdom,73,Ireland,2.01E+11
86,Lebanon,116,West Bank and Gaza Strip,2.01E+11
72,Iraq,68,Iceland,2.01E+11
86,Lebanon,116,West Bank and Gaza Strip,2.01E+11
69,India,68,Iceland,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
121,Philippines,30,China,2.01E+11
72,Iraq,68,Iceland,2.01E+11
72,Iraq,68,Iceland,2.01E+11
184,United Kingdom,73,Ireland,2.01E+11
115,Pakistan,159,United States,2.01E+11
69,India,55,Germany,2.01E+11
57,Greece,159,United States,2.01E+11
184,United Kingdom,73,Ireland,2.01E+11
121,Philippines,115,Pakistan,2.01E+11
184,United Kingdom,73,Ireland,2.01E+11
151,Thailand,147,Taiwan,2.01E+11
113,Nigeria,75,Italy,2.01E+11
141,Sudan,113,Nigeria,2.01E+11
72,Iraq,71,Iran,2.01E+11
12,Bangladesh,10,Bahamas,2.01E+11
121,Philippines,115,Pakistan,2.01E+11
151,Thailand,147,Taiwan,2.01E+11
25,Cameroon,30,China,2.01E+11
57,Greece,115,Pakistan,2.01E+11
0,Afghanistan,115,Pakistan,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
74,Israel,151,Thailand,2.01E+11
57,Greece,115,Pakistan,2.01E+11
121,Philippines,115,Pakistan,2.01E+11
57,Greece,0,Afghanistan,2.01E+11
25,Cameroon,113,Nigeria,2.01E+11
0,Afghanistan,78,Japan,2.01E+11
72,Iraq,42,Egypt,2.01E+11
72,Iraq,71,Iran,2.01E+11
97,Mali,2,Algeria,2.01E+11
136,Somalia,180,International,2.01E+11
113,Nigeria,86,Lebanon,2.01E+11
168,Democratic Republic of the Congo,145,Switzerland,2.01E+11
0,Afghanistan,69,India,2.01E+11
141,Sudan,137,South Africa,2.01E+11
121,Philippines,115,Pakistan,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,159,United States,2.01E+11
113,Nigeria,55,Germany,2.01E+11
112,Niger,50,France,2.01E+11
121,Philippines,115,Pakistan,2.01E+11
115,Pakistan,121,Philippines,2.01E+11
57,Greece,30,China,2.01E+11
141,Sudan,42,Egypt,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
167,Yemen,30,China,2.01E+11
149,Tanzania,159,United States,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
167,Yemen,159,United States,2.01E+11
0,Afghanistan,71,Iran,2.01E+11
27,Central African Republic,156,Uganda,2.01E+11
0,Afghanistan,159,United States,2.01E+11
0,Afghanistan,159,United States,2.01E+11
22,Burundi,180,International,2.01E+11
22,Burundi,149,Tanzania,2.01E+11
115,Pakistan,30,China,2.01E+11
141,Sudan,180,International,2.01E+11
141,Sudan,180,International,2.01E+11
0,Afghanistan,115,Pakistan,2.01E+11
184,United Kingdom,73,Ireland,2.01E+11
121,Philippines,78,Japan,2.01E+11
151,Thailand,95,Malaysia,2.01E+11
72,Iraq,71,Iran,2.01E+11
0,Afghanistan,180,International,2.01E+11
141,Sudan,126,Russia,2.01E+11
158,United Arab Emirates,78,Japan,2.01E+11
141,Sudan,180,International,2.01E+11
0,Afghanistan,159,United States,2.01E+11
57,Greece,154,Turkey,2.01E+11
141,Sudan,79,Jordan,2.01E+11
121,Philippines,30,China,2.01E+11
72,Iraq,71,Iran,2.01E+11
168,Democratic Republic of the Congo,69,India,2.01E+11
72,Iraq,159,United States,2.01E+11
121,Philippines,138,South Korea,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
141,Sudan,126,Russia,2.01E+11
168,Democratic Republic of the Congo,159,United States,2.01E+11
23,Belarus,126,Russia,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
72,Iraq,68,Iceland,2.01E+11
0,Afghanistan,30,China,2.01E+11
72,Iraq,68,Iceland,2.01E+11
72,Iraq,68,Iceland,2.01E+11
112,Niger,50,France,2.01E+11
136,Somalia,22,Burundi,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
72,Iraq,159,United States,2.01E+11
72,Iraq,159,United States,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
115,Pakistan,180,International,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
113,Nigeria,69,India,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,71,Iran,2.01E+11
113,Nigeria,106,Namibia,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
72,Iraq,71,Iran,2.01E+11
157,Ukraine,156,Uganda,2.01E+11
0,Afghanistan,108,Netherlands,2.01E+11
72,Iraq,71,Iran,2.01E+11
113,Nigeria,75,Italy,2.01E+11
184,United Kingdom,159,United States,2.01E+11
158,United Arab Emirates,159,United States,2.01E+11
57,Greece,101,Mexico,2.01E+11
57,Greece,14,Belgium,2.01E+11
57,Greece,108,Netherlands,2.01E+11
57,Greece,50,France,2.01E+11
167,Yemen,138,South Korea,2.01E+11
57,Greece,126,Russia,2.01E+11
57,Greece,145,Switzerland,2.01E+11
57,Greece,20,Bulgaria,2.01E+11
57,Greece,29,Chile,2.01E+11
57,Greece,55,Germany,2.01E+11
57,Greece,91,Luxembourg,2.01E+11
141,Sudan,85,Latvia,2.01E+11
57,Greece,50,France,2.01E+11
0,Afghanistan,26,Canada,2.01E+11
72,Iraq,57,Greece,2.01E+11
4,Angola,30,China,2.01E+11
72,Iraq,71,Iran,2.01E+11
2,Algeria,26,Canada,2.01E+11
113,Nigeria,159,United States,2.01E+11
121,Philippines,159,United States,2.01E+11
115,Pakistan,71,Iran,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
136,Somalia,159,United States,2.01E+11
0,Afghanistan,159,United States,2.01E+11
141,Sudan,30,China,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,71,Iran,2.01E+11
167,Yemen,159,United States,2.01E+11
0,Afghanistan,12,Bangladesh,2.01E+11
75,Italy,145,Switzerland,2.01E+11
75,Italy,29,Chile,2.01E+11
0,Afghanistan,55,Germany,2.01E+11
0,Afghanistan,154,Turkey,2.01E+11
75,Italy,57,Greece,2.01E+11
72,Iraq,71,Iran,2.01E+11
114,Norway,154,Turkey,2.01E+11
97,Mali,50,France,2.01E+11
112,Niger,50,France,2.01E+11
141,Sudan,20,Bulgaria,2.01E+11
55,Germany,34,Croatia,2.01E+11
8,Austria,57,Greece,2.01E+11
115,Pakistan,67,Hungary,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,71,Iran,2.01E+11
168,Democratic Republic of the Congo,137,South Africa,2.01E+11
72,Iraq,154,Turkey,2.01E+11
72,Iraq,71,Iran,2.01E+11
108,Netherlands,89,Libya,2.01E+11
168,Democratic Republic of the Congo,50,France,2.01E+11
167,Yemen,148,Tajikistan,2.01E+11
55,Germany,159,United States,2.01E+11
167,Yemen,72,Iraq,2.01E+11
72,Iraq,128,Saudi Arabia,2.01E+11
72,Iraq,154,Turkey,2.01E+11
107,Nepal,69,India,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
141,Sudan,180,International,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
116,West Bank and Gaza Strip,75,Italy,2.01E+11
107,Nepal,115,Pakistan,2.01E+11
0,Afghanistan,71,Iran,2.01E+11
0,Afghanistan,50,France,2.01E+11
116,West Bank and Gaza Strip,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
72,Iraq,71,Iran,2.01E+11
2,Algeria,116,West Bank and Gaza Strip,2.01E+11
2,Algeria,116,West Bank and Gaza Strip,2.01E+11
103,Morocco,2,Algeria,2.01E+11
115,Pakistan,180,International,2.01E+11
0,Afghanistan,138,South Korea,2.01E+11
0,Afghanistan,154,Turkey,2.01E+11
141,Sudan,169,Zambia,2.01E+11
115,Pakistan,128,Saudi Arabia,2.01E+11
46,Ethiopia,180,International,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
0,Afghanistan,138,South Korea,2.01E+11
115,Pakistan,128,Saudi Arabia,2.01E+11
72,Iraq,114,Norway,2.01E+11
115,Pakistan,180,International,2.01E+11
115,Pakistan,159,United States,2.01E+11
184,United Kingdom,139,Spain,2.01E+11
121,Philippines,159,United States,2.01E+11
86,Lebanon,75,Italy,2.01E+11
0,Afghanistan,75,Italy,2.01E+11
0,Afghanistan,138,South Korea,2.01E+11
0,Afghanistan,114,Norway,2.01E+11
72,Iraq,159,United States,2.01E+11
167,Yemen,72,Iraq,2.01E+11
72,Iraq,50,France,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,159,United States,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
29,Chile,159,United States,2.01E+11
141,Sudan,46,Ethiopia,2.01E+11
0,Afghanistan,115,Pakistan,2.01E+11
115,Pakistan,145,Switzerland,2.01E+11
0,Afghanistan,115,Pakistan,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
0,Afghanistan,138,South Korea,2.01E+11
115,Pakistan,180,International,2.01E+11
72,Iraq,82,Kuwait,2.01E+11
0,Afghanistan,2,Algeria,2.01E+11
0,Afghanistan,2,Algeria,2.01E+11
115,Pakistan,69,India,2.01E+11
86,Lebanon,50,France,2.01E+11
141,Sudan,46,Ethiopia,2.01E+11
115,Pakistan,180,International,2.01E+11
115,Pakistan,159,United States,2.01E+11
141,Sudan,75,Italy,2.01E+11
136,Somalia,38,Denmark,2.01E+11
115,Pakistan,180,International,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
42,Egypt,74,Israel,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
74,Israel,72,Iraq,2.01E+11
113,Nigeria,180,International,2.01E+11
0,Afghanistan,115,Pakistan,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,154,Turkey,2.01E+11
136,Somalia,154,Turkey,2.01E+11
115,Pakistan,159,United States,2.01E+11
0,Afghanistan,138,South Korea,2.01E+11
0,Afghanistan,159,United States,2.01E+11
89,Libya,154,Turkey,2.01E+11
0,Afghanistan,180,International,2.01E+11
72,Iraq,71,Iran,2.01E+11
0,Afghanistan,159,United States,2.01E+11
74,Israel,72,Iraq,2.01E+11
121,Philippines,138,South Korea,2.01E+11
81,Kenya,50,France,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
72,Iraq,71,Iran,2.01E+11
146,Syria,126,Russia,2.01E+11
136,Somalia,81,Kenya,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
50,France,154,Turkey,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
154,Turkey,126,Russia,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
81,Kenya,139,Spain,2.01E+11
115,Pakistan,180,International,2.01E+11
115,Pakistan,180,International,2.01E+11
121,Philippines,75,Italy,2.01E+11
121,Philippines,78,Japan,2.01E+11
2,Algeria,139,Spain,2.01E+11
72,Iraq,71,Iran,2.01E+11
17,Bosnia-Herzegovina,159,United States,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,75,Italy,2.01E+11
72,Iraq,159,United States,2.01E+11
81,Kenya,180,International,2.01E+11
121,Philippines,30,China,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
72,Iraq,159,United States,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
72,Iraq,71,Iran,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
72,Iraq,159,United States,2.01E+11
0,Afghanistan,180,International,2.01E+11
81,Kenya,180,International,2.01E+11
154,Turkey,71,Iran,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
72,Iraq,71,Iran,2.01E+11
72,Iraq,71,Iran,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,180,International,2.01E+11
70,Indonesia,159,United States,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,180,International,2.01E+11
0,Afghanistan,72,Iraq,2.01E+11
167,Yemen,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
97,Mali,50,France,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
72,Iraq,159,United States,2.01E+11
69,India,12,Bangladesh,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,180,International,2.01E+11
86,Lebanon,50,France,2.01E+11
115,Pakistan,55,Germany,2.01E+11
115,Pakistan,180,International,2.01E+11
115,Pakistan,180,International,2.01E+11
50,France,57,Greece,2.01E+11
0,Afghanistan,180,International,2.01E+11
72,Iraq,71,Iran,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
167,Yemen,26,Canada,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
116,West Bank and Gaza Strip,74,Israel,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
72,Iraq,0,Afghanistan,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
115,Pakistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
146,Syria,50,France,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
84,Laos,30,China,2.01E+11
0,Afghanistan,180,International,2.01E+11
167,Yemen,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
0,Afghanistan,180,International,2.01E+11
113,Nigeria,28,Chad,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
136,Somalia,180,International,2.01E+11
72,Iraq,154,Turkey,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,55,Germany,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
113,Nigeria,159,United States,2.01E+11
0,Afghanistan,180,International,2.01E+11
141,Sudan,180,International,2.01E+11
136,Somalia,159,United States,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
146,Syria,71,Iran,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
141,Sudan,30,China,2.01E+11
167,Yemen,180,International,2.01E+11
42,Egypt,30,China,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
146,Syria,71,Iran,2.01E+11
121,Philippines,108,Netherlands,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
42,Egypt,159,United States,2.01E+11
81,Kenya,136,Somalia,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
42,Egypt,138,South Korea,2.01E+11
0,Afghanistan,180,International,2.01E+11
121,Philippines,159,United States,2.01E+11
113,Nigeria,28,Chad,2.01E+11
0,Afghanistan,180,International,2.01E+11
46,Ethiopia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
69,India,74,Israel,2.01E+11
54,Georgia,74,Israel,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,154,Turkey,2.01E+11
121,Philippines,180,International,2.01E+11
141,Sudan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
0,Afghanistan,180,International,2.01E+11
141,Sudan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
190,South Sudan,141,Sudan,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,30,China,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
141,Sudan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,30,China,2.01E+11
167,Yemen,180,International,2.01E+11
121,Philippines,30,China,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
12,Bangladesh,128,Saudi Arabia,2.01E+11
141,Sudan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
74,Israel,151,Thailand,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
69,India,75,Italy,2.01E+11
167,Yemen,145,Switzerland,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
167,Yemen,159,United States,2.01E+11
42,Egypt,19,Brazil,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
50,France,70,Indonesia,2.01E+11
86,Lebanon,116,West Bank and Gaza Strip,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,154,Turkey,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
167,Yemen,128,Saudi Arabia,2.01E+11
115,Pakistan,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
72,Iraq,71,Iran,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
121,Philippines,30,China,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
97,Mali,2,Algeria,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,0,Afghanistan,2.01E+11
146,Syria,86,Lebanon,2.01E+11
189,Kosovo,1,Albania,2.01E+11
89,Libya,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
31,Colombia,159,United States,2.01E+11
113,Nigeria,75,Italy,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,159,United States,2.01E+11
0,Afghanistan,55,Germany,2.01E+11
0,Afghanistan,78,Japan,2.01E+11
97,Mali,145,Switzerland,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,71,Iran,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,26,Canada,2.01E+11
0,Afghanistan,180,International,2.01E+11
140,Sri Lanka,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,78,Japan,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
141,Sudan,180,International,2.01E+11
167,Yemen,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
146,Syria,71,Iran,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,137,South Africa,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
141,Sudan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
5,Argentina,180,International,2.01E+11
167,Yemen,50,France,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,12,Bangladesh,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
146,Syria,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
81,Kenya,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
167,Yemen,20,Bulgaria,2.01E+11
146,Syria,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,46,Ethiopia,2.01E+11
0,Afghanistan,180,International,2.01E+11
55,Germany,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
146,Syria,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
115,Pakistan,138,South Korea,2.01E+11
115,Pakistan,138,South Korea,2.01E+11
168,Democratic Republic of the Congo,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
146,Syria,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
167,Yemen,159,United States,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
146,Syria,86,Lebanon,2.01E+11
146,Syria,71,Iran,2.01E+11
5,Argentina,31,Colombia,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
72,Iraq,86,Lebanon,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
72,Iraq,115,Pakistan,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
113,Nigeria,75,Italy,2.01E+11
136,Somalia,81,Kenya,2.01E+11
0,Afghanistan,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
70,Indonesia,55,Germany,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
42,Egypt,159,United States,2.01E+11
136,Somalia,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
74,Israel,44,Eritrea,2.01E+11
121,Philippines,30,China,2.01E+11
0,Afghanistan,180,International,2.01E+11
89,Libya,159,United States,2.01E+11
0,Afghanistan,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
113,Nigeria,86,Lebanon,2.01E+11
146,Syria,180,International,2.01E+11
0,Afghanistan,180,International,2.01E+11
